
   178056.250      -1.56787312       8.69998261E-02  0.455615669       4765561.00      -2.88244772       7.27221394       3.06912184       11104909.0       1.56342041      0.437807500       3.10411024    
   168240.156      -1.56787646       505356.969      -1.56788635       4776980.50      -2.88262606       966780.438      -1.57127786       10451494.0       1.56340110       2917023.25       2.39483215E-05
   139059.406      -1.56788504       953313.062      -1.56788528       4805967.00      -2.88307571       1824024.25      -1.57128227       8553819.00       1.56335044       4478417.50       2.11772640E-05
   92187.6641      -1.56789505       1289849.75      -1.56788397       4839049.50      -2.88358331       2468348.00      -1.57128930       5608168.00       1.56329238       3947541.25       2.33309784E-05
   32340.2969      -1.56790102       1470818.50      -1.56788313       4860713.50      -2.88391304       2814969.00      -1.57128668       1953394.12       1.56325555       1561405.38       2.29040470E-05
   32340.2852       1.57369244       1470818.12      -1.56788290       4860712.50      -2.88391304       2814970.00      -1.57128370       1953394.12      -1.57833266       1561412.75      -3.14156318    
   92187.6641       1.57369828       1289849.12      -1.56788373       4839050.50      -2.88358355       2468351.25      -1.57128704       5608166.50      -1.57829809       3947540.75      -3.14156866    
   139059.422       1.57370758       953312.750      -1.56788540       4805967.00      -2.88307571       1824019.88      -1.57129002       8553820.00      -1.57824183       4478413.50      -3.14156842    
   168240.203       1.57371616       505356.719      -1.56788635       4776981.50      -2.88262606       966779.750      -1.57127750       10451501.0      -1.57818854       2917019.25      -3.14156842    
   178056.266       1.57371962      0.224436417       2.61251593       4765560.00      -2.88244772       5.96513700       2.97368789       11104899.0      -1.57817101      0.925337791     -0.900274813    
   5840346.00       8273.50684       7.03125000E-02   0.00000000      -2.29687500     -0.275952160       9.37500000E-02  -1.12304685E-03   237805424.       1301485.62       21.2500000       8.12500045E-02
  -1.56250000E-02   3.66210952E-05   38629632.0       22733.2305     -0.647460938      -9.46044966E-05   66294476.0      -7322.81494       1.81250000       9.96093731E-03   262.875000     -0.398242205    
 -0.250000000       4.37499993E-02 -0.843750000      -5.31250015E-02   119114632.       6182127.50       305.125000      -8.74999985E-02  -40.0000000      -14.1999998      -29.2500000      -1.25000000    
   2.73437500E-02  -1.22070314E-05   63241044.0      -11281.6895     -0.625000000      -9.29260277E-04   1.97714701E+09   3658.01172       100.000000      -3.07617197E-03  -468.062500       19.2299328    
   233167824.       1280633.38       21.0000000      -3.75000015E-02  -522.000000      -18.4375000      -132.000000     -0.162500009       1.27420080E+11   201455728.      -6632.00000       10.3000002    
   0.00000000      -3.66210952E-05   233.000000       2.08430791      -1.56250000      -5.03540032E-05   1218.87500       7.51360178      -584.000000       1.46484381E-04   5.70732421E+10   262301.719    
   205999.391      -1.63199031      0.288858682       2.98954940       8788496.00      -2.70031333       6.70355463      -2.20797706       72971232.0       1.59647095       1.83361197       2.74989271    
   202017.859      -1.62908566       1110426.25      -1.54417264       8876168.00      -2.70082808       2234700.00      -1.57237303       68937680.0       1.59618497       13612764.0       1.01994036E-03
   182372.141      -1.62262464       2124360.00      -1.54412925       9100457.00      -2.70211339       4279420.50      -1.57237363       56961244.0       1.59546363       21062084.0       1.02135865E-03
   132459.234      -1.61652279       2920068.25      -1.54408002       9359549.00      -2.70354557       5888661.00      -1.57237291       37750556.0       1.59465027       18729012.0       1.02399907E-03
   49105.3398      -1.61310399       3363943.00      -1.54404807       9530999.00      -2.70446444       6788413.00      -1.57237661       13241358.0       1.59412289       7450382.50       1.02492457E-03
   49105.4375       1.52848840       3363942.25      -1.54404795       9530999.00      -2.70446420       6788410.00      -1.57237720       13241365.0      -1.54746580       7450386.50      -3.14056492    
   132459.219       1.52506745       2920067.50      -1.54408014       9359550.00      -2.70354581       5888668.50      -1.57237422       37750568.0      -1.54694092       18729020.0      -3.14056802    
   182372.219       1.51896667       2124360.00      -1.54412913       9100459.00      -2.70211339       4279414.00      -1.57237315       56961300.0      -1.54612803       21062092.0      -3.14056993    
   202017.922       1.51250541       1110426.25      -1.54417312       8876167.00      -2.70082808       2234704.75      -1.57237101       68937672.0      -1.54540682       13612752.0      -3.14057207    
   205999.500       1.50960088      0.176943406       1.88843167       8788495.00      -2.70031333       7.48967123       1.30449033       72971240.0      -1.54512107       4.29854393      0.779337645    
   6326074.50       101652.305      -2.34375000E-02  -3.74177611E-03  -1.41406250     -0.672944069      0.625000000       3.91447358E-02   286990336.       15109615.0       13.2500000      -1.77763152    
   0.00000000      -1.43914469E-04   42627692.0       342469.969      -2.03222656      -4.10156231E-03   69483232.0      -40808.0508      -4.50000000      0.149671048       121.250000       5.55624962    
 -0.109375000      0.165789470       3.37500000       1.84210520E-02   102889384.       13593810.0       24.2500000      -1.36315787      -524.000000       35.9578934      -11.2500000     -0.294736832    
  -1.95312500E-02   2.15871696E-04   65709392.0      -101426.430      -6.59375000       2.69839633E-03   1.98091840E+09   12084.4424       192.000000       2.01480258E-02   8.50000000      -280.768494    
   281916160.       14891956.0       8.00000000     -0.147368416      -292.000000      -11.4210520       136.000000       4.71578932       1.34204187E+11   2.21387187E+09   640.000000      0.589473665    
  -1.00000000       0.00000000       185.000000       7.83009863      -1.96875000       1.00740127E-03   213.375000       17.8754730       1440.00000       1.29407895       6.02966016E+10   17809296.0    
   292350.312       2.45988631      0.295219570       2.27411246       11011233.0      -2.54990649       7.70705414       2.16974902       228138464.       1.71126795       4.25123549       1.48480201    
   255683.016       2.56765842       1874534.25      -1.45353937       11349132.0      -2.55002046       3942605.25      -1.56279802       217781792.       1.70998311       40458436.0       1.33523867E-02
   182048.953       2.92724085       3725013.00      -1.45315659       12231791.0      -2.55034924       7870189.00      -1.56281078       184694960.       1.70677614       63908112.0       1.34206302E-02
   123044.008      -2.85921717       5337678.00      -1.45272815       13283886.0      -2.55078101       11330898.0      -1.56282175       126020744.       1.70320487       58156868.0       1.34979039E-02
   49129.2695      -2.57678580       6312791.50      -1.45245183       13999156.0      -2.55109048       13439391.0      -1.56282985       45038328.0       1.70091462       23480344.0       1.35504734E-02
   49129.7773      0.564804435       6312791.00      -1.45245159       13999152.0      -2.55109024       13439364.0      -1.56282890       45038312.0      -1.44067705       23480382.0      -3.12804294    
   123044.438      0.282373399       5337678.50      -1.45272815       13283887.0      -2.55078125       11330939.0      -1.56282222       126020864.      -1.43838727       58156880.0      -3.12809396    
   182048.891     -0.214350894       3725011.00      -1.45315683       12231793.0      -2.55034971       7870205.50      -1.56281149       184695072.      -1.43481648       63908084.0      -3.12817192    
   255683.250     -0.573935091       1874533.75      -1.45353901       11349132.0      -2.55002069       3942620.75      -1.56279719       217781792.      -1.43160939       40458416.0      -3.12824035    
   292350.375     -0.681707084      0.262490124      0.966717958       11011231.0      -2.54990625       2.01432824      -4.34287312E-03   228138576.      -1.43032455       1.97231150       1.34677267    
   6653433.00       453617.406     -0.148437500       1.82565786E-02  0.984375000      0.815460503     -0.875000000      0.176480263       298070400.       63668348.0      -1.25000000      -4.47894716    
   7.81250000E-03  -1.52138155E-03   49027872.0       2331241.50      -1.63574219      -7.45476931E-02   76110856.0       334953.312       3.50000000      0.681578934       34.5000000       16.6256580    
 -0.648437500     -0.194736838       1.70312500      -1.47269738       82969472.0       19618210.0      -62.8125000      -47.1019745      -472.000000      -46.7368393       6.81250000       2.92105246    
  -3.90625000E-03  -7.13147601E-05   71216432.0      -83003.1719      -29.9062500       4.17191349E-03   1.98689126E+09  -11965.6709      -218.000000      -1.06496708E-02  -721.500000       180.135757    
   293316352.       62872588.0       3.00000000      0.194736838      -114.000000      -193.568420      -200.000000       0.00000000       1.35469326E+11   8.84169318E+09   720.000000      -806.989441    
 -0.500000000      -2.43421048E-02   206.000000      -26.8371696      -9.12500000       6.84621697E-03   222.000000      -140.414383      -2764.00000      0.340789467       6.66782679E+10   349055520.    
   1367179.12       2.35642242      0.326119721      -1.50114179       9582495.00      -2.45613337       1.27915549     -0.756117821       436595808.       1.87908924       15.1423779      -1.81092775    
   1251462.12       2.41621733       2363365.50      -1.24323726       10350350.0      -2.45149851       5282215.00      -1.50568378       427028224.       1.87626171       90907712.0       8.33295137E-02
   956906.312       2.60477281       5114037.00      -1.24352682       12450128.0      -2.44124198       11649699.0      -1.50703311       384417888.       1.86934686       150224752.       8.41291323E-02
   600803.438       2.89313841       7997267.00      -1.24349833       15125707.0      -2.43153524       18546720.0      -1.50822568       279871552.       1.86186910       143544208.       8.50411654E-02
   213040.453       3.11658859       9967789.00      -1.24331605       17048800.0      -2.42603588       23350008.0      -1.50885475       104184584.       1.85718679       59751688.0       8.56397226E-02
   213040.656      -2.50040088E-02   9967789.00      -1.24331570       17048798.0      -2.42603612       23350020.0      -1.50885487       104184616.      -1.28440595       59751720.0      -3.05595303    
   600803.438     -0.248454049       7997268.00      -1.24349844       15125710.0      -2.43153524       18546714.0      -1.50822616       279871584.      -1.27972353       143544208.      -3.05655122    
   956906.500     -0.536820233       5114034.00      -1.24352717       12450128.0      -2.44124222       11649686.0      -1.50703490       384417984.      -1.27224565       150224704.      -3.05746341    
   1251462.38     -0.725375533       2363364.50      -1.24323738       10350352.0      -2.45149827       5282216.00      -1.50568163       427028224.      -1.26533067       90907656.0      -3.05826306    
   1367178.88     -0.785170257      0.842808664       1.84813261       9582494.00      -2.45613313       16.3690968      0.694087327       436595936.      -1.26250339       25.5375137     -0.308540434    
   6337759.50       976677.938      -5.46875000E-02  -1.51315778E-02  -2.34375000E-02  0.733881533       6.25000000E-02 -0.408552587       204562352.       131267112.     -0.750000000       3.81315756    
  -7.81250000E-03   0.00000000       53244392.0       9062717.00      0.550781250      0.126254097       86521080.0       4085208.50      -3.56250000     -0.272368401      -63.7500000      -47.6644707    
 -0.523437500     -0.461513132       1.11718750      -1.02894735       65361036.0       22045936.0      -52.8125000       48.7842064      -24.0000000      -61.4947319       1.62500000       10.5315781    
   0.00000000      -9.45723616E-04   80932736.0       2429143.25      -16.6875000       4.75226119E-02   1.99929293E+09   1098212.38      -96.0000000       7.56578892E-03   1090.37500       54.2088776    
   201151504.       129759056.       10.0000000       0.00000000      -222.000000      -98.2947311      -16.0000000      -47.4526291       1.23990254E+11   1.77966899E+10   192.000000       7.74736786    
