Nb de frequency :    20
 0.2000
  0.827351E+04  0.000000E+00 -0.275952E+00 -0.112305E-02  0.130149E+07  0.812500E-01
  0.366211E-04  0.227332E+05 -0.946045E-04 -0.732281E+04  0.996094E-02 -0.398242E+00
  0.437500E-01 -0.531250E-01  0.618213E+07 -0.875000E-01 -0.142000E+02 -0.125000E+01
 -0.122070E-04 -0.112817E+05 -0.929260E-03  0.365801E+04 -0.307617E-02  0.192299E+02
  0.128063E+07 -0.375000E-01 -0.184375E+02 -0.162500E+00  0.201456E+09  0.103000E+02
 -0.366211E-04  0.208431E+01 -0.503540E-04  0.751360E+01  0.146484E-03  0.262302E+06
 0.2947
  0.101652E+06 -0.374178E-02 -0.672944E+00  0.391447E-01  0.151096E+08 -0.177763E+01
 -0.143914E-03  0.342470E+06 -0.410156E-02 -0.408081E+05  0.149671E+00  0.555625E+01
  0.165789E+00  0.184211E-01  0.135938E+08 -0.136316E+01  0.359579E+02 -0.294737E+00
  0.215872E-03 -0.101426E+06  0.269840E-02  0.120844E+05  0.201480E-01 -0.280768E+03
  0.148920E+08 -0.147368E+00 -0.114211E+02  0.471579E+01  0.221387E+10  0.589474E+00
  0.000000E+00  0.783010E+01  0.100740E-02  0.178755E+02  0.129408E+01  0.178093E+08
 0.3895
  0.453617E+06  0.182566E-01  0.815461E+00  0.176480E+00  0.636683E+08 -0.447895E+01
 -0.152138E-02  0.233124E+07 -0.745477E-01  0.334953E+06  0.681579E+00  0.166257E+02
 -0.194737E+00 -0.147270E+01  0.196182E+08 -0.471020E+02 -0.467368E+02  0.292105E+01
 -0.713148E-04 -0.830032E+05  0.417191E-02 -0.119657E+05 -0.106497E-01  0.180136E+03
  0.628726E+08  0.194737E+00 -0.193568E+03  0.000000E+00  0.884169E+10 -0.806989E+03
 -0.243421E-01 -0.268372E+02  0.684622E-02 -0.140414E+03  0.340789E+00  0.349056E+09
 0.4842
  0.976678E+06 -0.151316E-01  0.733882E+00 -0.408553E+00  0.131267E+09  0.381316E+01
  0.000000E+00  0.906272E+07  0.126254E+00  0.408521E+07 -0.272368E+00 -0.476645E+02
 -0.461513E+00 -0.102895E+01  0.220459E+08  0.487842E+02 -0.614947E+02  0.105316E+02
 -0.945724E-03  0.242914E+07  0.475226E-01  0.109821E+07  0.756579E-02  0.542089E+02
  0.129759E+09  0.000000E+00 -0.982947E+02 -0.474526E+02  0.177967E+11  0.774737E+01
 -0.181579E+00  0.174316E+02  0.249671E+00 -0.385401E+03  0.140421E+02  0.328401E+10
 0.5789
  0.131156E+07  0.000000E+00  0.293997E+00 -0.117599E+00  0.161075E+09  0.122303E+02
  0.904605E-02  0.198140E+08 -0.595909E+00  0.155111E+08 -0.199013E+01 -0.164132E+03
 -0.361842E-01 -0.142023E+01  0.199368E+08 -0.271382E+01 -0.151105E+03 -0.289474E+01
  0.226151E-02  0.119071E+08  0.499229E+00  0.934505E+07  0.723684E+00 -0.354641E+03
  0.159414E+09 -0.578947E+01 -0.700526E+02  0.220000E+02  0.235545E+11  0.137095E+04
 -0.578947E+00 -0.706316E+02  0.191776E+01  0.846710E+01 -0.245474E+03  0.169404E+11
 0.6737
  0.187813E+07 -0.526316E-01 -0.189474E+00 -0.210526E-01  0.121894E+09  0.589474E+01
  0.526316E-02  0.264438E+08 -0.725000E+00  0.294863E+08  0.282105E+01 -0.773895E+02
 -0.147368E+00  0.104211E+01  0.156312E+08 -0.957895E+01 -0.215579E+02  0.850526E+01
 -0.105263E-01  0.247610E+08 -0.207237E+00  0.276857E+08  0.656842E+01 -0.475747E+03
  0.120846E+09 -0.269474E+01 -0.256000E+02 -0.269474E+01  0.236304E+11 -0.803032E+03
  0.673684E+00  0.179200E+03 -0.353684E+01  0.321011E+03  0.280253E+03  0.412022E+11
 0.7684
  0.314922E+07  0.600329E-02 -0.888487E+00  0.192105E+00  0.929778E+08 -0.883684E+01
 -0.240132E-01  0.288803E+08  0.512531E+00  0.415492E+08  0.787632E+01  0.103353E+03
  0.738405E+00 -0.342187E+00  0.117922E+08 -0.208914E+01 -0.123716E+03 -0.240132E+01
 -0.120066E-01  0.365192E+08  0.121567E+01  0.526577E+08 -0.163289E+01 -0.535301E+03
  0.933957E+08 -0.384210E+00 -0.766500E+02 -0.576316E+01  0.175830E+11  0.114341E+04
  0.115263E+01  0.922105E+01  0.172895E+01  0.443571E+03  0.134320E+04  0.488045E+11
 0.8632
  0.385482E+07  0.134868E-01 -0.660855E+00  0.674342E-01  0.931695E+08  0.107895E+01
 -0.674342E-02  0.289215E+08  0.162685E+00  0.509475E+08 -0.420789E+01  0.112642E+03
  0.128125E+00  0.183421E+01  0.848272E+07 -0.173980E+01 -0.103147E+03  0.625789E+01
 -0.674342E-02  0.459511E+08  0.933121E+00  0.813024E+08  0.134868E+01 -0.645211E+03
  0.951323E+08  0.604211E+01 -0.172632E+02 -0.517895E+01  0.120036E+11 -0.279318E+04
