Nb de frequency :    20
 0.2000
  0.584035E+07  0.703125E-01 -0.229688E+01  0.937500E-01  0.237805E+09  0.212500E+02
 -0.156250E-01  0.386296E+08 -0.647461E+00  0.662945E+08  0.181250E+01  0.262875E+03
 -0.250000E+00 -0.843750E+00  0.119115E+09  0.305125E+03 -0.400000E+02 -0.292500E+02
  0.273438E-01  0.632410E+08 -0.625000E+00  0.197715E+10  0.100000E+03 -0.468062E+03
  0.233168E+09  0.210000E+02 -0.522000E+03 -0.132000E+03  0.127420E+12 -0.663200E+04
  0.000000E+00  0.233000E+03 -0.156250E+01  0.121888E+04 -0.584000E+03  0.570732E+11
 0.2947
  0.632607E+07 -0.234375E-01 -0.141406E+01  0.625000E+00  0.286990E+09  0.132500E+02
  0.000000E+00  0.426277E+08 -0.203223E+01  0.694832E+08 -0.450000E+01  0.121250E+03
 -0.109375E+00  0.337500E+01  0.102889E+09  0.242500E+02 -0.524000E+03 -0.112500E+02
 -0.195312E-01  0.657094E+08 -0.659375E+01  0.198092E+10  0.192000E+03  0.850000E+01
  0.281916E+09  0.800000E+01 -0.292000E+03  0.136000E+03  0.134204E+12  0.640000E+03
 -0.100000E+01  0.185000E+03 -0.196875E+01  0.213375E+03  0.144000E+04  0.602966E+11
 0.3895
  0.665343E+07 -0.148438E+00  0.984375E+00 -0.875000E+00  0.298070E+09 -0.125000E+01
  0.781250E-02  0.490279E+08 -0.163574E+01  0.761109E+08  0.350000E+01  0.345000E+02
 -0.648438E+00  0.170312E+01  0.829695E+08 -0.628125E+02 -0.472000E+03  0.681250E+01
 -0.390625E-02  0.712164E+08 -0.299062E+02  0.198689E+10 -0.218000E+03 -0.721500E+03
  0.293316E+09  0.300000E+01 -0.114000E+03 -0.200000E+03  0.135469E+12  0.720000E+03
 -0.500000E+00  0.206000E+03 -0.912500E+01  0.222000E+03 -0.276400E+04  0.666783E+11
 0.4842
  0.633776E+07 -0.546875E-01 -0.234375E-01  0.625000E-01  0.204562E+09 -0.750000E+00
 -0.781250E-02  0.532444E+08  0.550781E+00  0.865211E+08 -0.356250E+01 -0.637500E+02
 -0.523438E+00  0.111719E+01  0.653610E+08 -0.528125E+02 -0.240000E+02  0.162500E+01
  0.000000E+00  0.809327E+08 -0.166875E+02  0.199929E+10 -0.960000E+02  0.109038E+04
  0.201152E+09  0.100000E+02 -0.222000E+03 -0.160000E+02  0.123990E+12  0.192000E+03
  0.100000E+01  0.580000E+02 -0.121875E+02 -0.940750E+03  0.274000E+04  0.785155E+11
 0.5789
  0.595462E+07 -0.781250E-02 -0.164062E+00 -0.218750E+00  0.574295E+08  0.275000E+01
 -0.156250E-01  0.455437E+08 -0.474609E+00  0.909864E+08 -0.456250E+01  0.185000E+02
 -0.660156E+00 -0.191406E+00  0.541197E+08 -0.180938E+02  0.470000E+02  0.293750E+01
  0.156250E-01  0.868961E+08  0.443750E+01  0.201570E+10 -0.560000E+02 -0.695000E+02
  0.559778E+08  0.100000E+01 -0.273000E+03 -0.188000E+03  0.106965E+12  0.341600E+04
 -0.250000E+01 -0.580000E+02  0.525000E+01  0.974125E+03  0.280400E+04  0.899348E+11
 0.6737
  0.628309E+07  0.156250E-01 -0.781250E-02 -0.312500E-01 -0.278738E+08 -0.110000E+02
 -0.390625E-02  0.307669E+08 -0.371582E+00  0.823658E+08  0.281250E+00  0.118125E+02
 -0.919922E+00  0.306641E+00  0.508141E+08  0.100625E+02 -0.182000E+03  0.265625E+00
  0.781250E-02  0.810362E+08  0.170312E+02  0.202258E+10 -0.580000E+02 -0.161688E+04
 -0.276178E+08  0.000000E+00 -0.980000E+02  0.378000E+03  0.914176E+11  0.184400E+04
 -0.100000E+01 -0.293000E+03  0.187500E+01 -0.145862E+04  0.992000E+03  0.736808E+11
 0.7684
  0.565519E+07  0.117188E-01 -0.175781E+00 -0.156250E-01 -0.775441E+07 -0.500000E+00
